"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Melodious Warbler","Hippolais polyglotta",,"Stanislas Wroza",2020-05-02,07:00,"Davron, Yvelines, Île-de-France",France,48.8659,1.9428,110,song,"

bird-seen:yes

playback-used:no",,553198,//creativecommons.org/licenses/by-nc-sa/4.0/
"Melodious Warbler","Hippolais polyglotta",,"Marie-Lan Taÿ Pamart",2019-06-09,19:00,"Trilbardou, Seine-et-Marne, Île-de-France",France,48.9459,2.7947,40,song,"Bird singing from a shrub nearby a lake, a former gravel pit reconverted as a nature preserve.

Distance: <3m

Equipment: Tascam DR-100mkIII + Sennheiser ME-66/K6 + Rycote Super Softie

Edits: -12dB high-pass filter at 1500Hz for plane noise

bird-seen:yes

playback-used:no",,480113,//creativecommons.org/licenses/by-sa/4.0/
"Common Grasshopper Warbler","Locustella naevia",,"Stanislas Wroza",2020-08-02,06:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,call,"

bird-seen:yes

playback-used:no",,580470,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Grasshopper Warbler","Locustella naevia",,"Stanislas Wroza",2020-07-26,06:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"flight call","

bird-seen:yes

playback-used:no",,579787,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Grasshopper Warbler","Locustella naevia",,"Stanislas Wroza",2020-05-30,05:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"alarm trill, flight call, song","

bird-seen:yes

playback-used:no",,563354,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Grasshopper Warbler","Locustella naevia",,"Stanislas Wroza",2020-05-30,05:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"""pik"" call, ""tek"" call, call, flight call","

bird-seen:yes

playback-used:no",,563353,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Grasshopper Warbler","Locustella naevia",,"Stanislas Wroza",2020-05-10,06:30,"Saint-Nom-la-Bretèche, Yvelines, Île-de-France",France,48.8641,2.0111,120,"short song, song","

bird-seen:yes

playback-used:no",,557229,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Grasshopper Warbler","Locustella naevia",,"Stanislas Wroza",2020-05-10,06:30,"Saint-Nom-la-Bretèche, Yvelines, Île-de-France",France,48.8641,2.0111,120,"alarms from female, female, male, song","

bird-seen:yes

playback-used:no",,557224,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Grasshopper Warbler","Locustella naevia",,"Stanislas Wroza",2020-05-10,06:30,"Saint-Nom-la-Bretèche, Yvelines, Île-de-France",France,48.8641,2.0111,120,"alarm call, complex alarm, song","

bird-seen:yes

playback-used:no",,557220,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Grasshopper Warbler","Locustella naevia",,"Stanislas Wroza",2020-05-10,06:30,"Saint-Nom-la-Bretèche, Yvelines, Île-de-France",France,48.8641,2.0111,120,song,"

bird-seen:yes

playback-used:no",,557217,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Grasshopper Warbler","Locustella naevia",,"Stanislas Wroza",2020-05-10,06:30,"Saint-Nom-la-Bretèche, Yvelines, Île-de-France",France,48.8641,2.0111,120,"alarm call, complex alarm","

bird-seen:yes

playback-used:no",,557213,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Grasshopper Warbler","Locustella naevia",,"Stanislas Wroza",2020-05-10,06:30,"Saint-Nom-la-Bretèche, Yvelines, Île-de-France",France,48.8641,2.0111,120,", alarm call, buzz call, male","

bird-seen:yes

playback-used:no",,557210,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Grasshopper Warbler","Locustella naevia",,"Stanislas Wroza",2020-05-10,06:30,"Saint-Nom-la-Bretèche, Yvelines, Île-de-France",France,48.8641,2.0111,120,"alarm call, buzz call, male","

bird-seen:yes

playback-used:no",,557208,//creativecommons.org/licenses/by-nc-sa/4.0/
"Savi's Warbler","Locustella luscinioides",,"Stanislas Wroza",2020-06-23,21:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"flight call","

bird-seen:yes

playback-used:no",,571350,//creativecommons.org/licenses/by-nc-sa/4.0/
"Savi's Warbler","Locustella luscinioides",,"Stanislas Wroza",2020-05-30,05:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"call, flight call, song","

bird-seen:yes

playback-used:no",,563476,//creativecommons.org/licenses/by-nc-sa/4.0/
"Savi's Warbler","Locustella luscinioides",,"Stanislas Wroza",2020-05-30,05:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"call, song","

bird-seen:yes

playback-used:no",,563475,//creativecommons.org/licenses/by-nc-sa/4.0/
"Savi's Warbler","Locustella luscinioides",,"Stanislas Wroza",2020-05-30,05:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"call, song","

bird-seen:yes

playback-used:no","Emberiza schoeniclus",563463,//creativecommons.org/licenses/by-nc-sa/4.0/
"Savi's Warbler","Locustella luscinioides",,"Stanislas Wroza",2020-05-28,04:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"call, flight call, nocturnal flight call","

bird-seen:yes

playback-used:no",,563414,//creativecommons.org/licenses/by-nc-sa/4.0/
"Savi's Warbler","Locustella luscinioides",,"Stanislas Wroza",2020-05-28,04:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"call, flight call, nocturnal flight call","

bird-seen:yes

playback-used:no",,563412,//creativecommons.org/licenses/by-nc-sa/4.0/
"Savi's Warbler","Locustella luscinioides",,"Stanislas Wroza",2020-05-27,21:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"""pik"" call, call, flight call","

bird-seen:yes

playback-used:no",,563387,//creativecommons.org/licenses/by-nc-sa/4.0/
"Savi's Warbler","Locustella luscinioides",,"Stanislas Wroza",2020-05-30,05:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"call, song","

bird-seen:yes

playback-used:no",,563340,//creativecommons.org/licenses/by-nc-sa/4.0/
"Savi's Warbler","Locustella luscinioides",,"Stanislas Wroza",2020-05-30,04:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"alarm call, call, flight call","

bird-seen:yes

playback-used:no",,563327,//creativecommons.org/licenses/by-nc-sa/4.0/
"Savi's Warbler","Locustella luscinioides",,"Stanislas Wroza",2020-05-30,04:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"alarm call, call, flight call","

bird-seen:yes

playback-used:no",,563325,//creativecommons.org/licenses/by-nc-sa/4.0/
"Savi's Warbler","Locustella luscinioides",,"Stanislas Wroza",2020-05-30,04:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"alarm call, call, flight call","

bird-seen:yes

playback-used:no",,563323,//creativecommons.org/licenses/by-nc-sa/4.0/
"Savi's Warbler","Locustella luscinioides",,"Stanislas Wroza",2020-05-30,04:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"alarm call, call, flight call","

bird-seen:yes

playback-used:no",,563322,//creativecommons.org/licenses/by-nc-sa/4.0/
"Savi's Warbler","Locustella luscinioides",,"Stanislas Wroza",2020-05-30,04:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"call, song","

bird-seen:yes

playback-used:no",,563320,//creativecommons.org/licenses/by-nc-sa/4.0/
"Savi's Warbler","Locustella luscinioides",,"Stanislas Wroza",2020-05-30,04:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"call, song","

bird-seen:yes

playback-used:no",,563315,//creativecommons.org/licenses/by-nc-sa/4.0/
"Zitting Cisticola","Cisticola juncidis",,"Stanislas Wroza",2020-06-20,05:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"song, song in flight","

bird-seen:yes

playback-used:no",,570141,//creativecommons.org/licenses/by-nc-sa/4.0/
"Zitting Cisticola","Cisticola juncidis",cisticola,"julien Rochefort",2007-08-19,08:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,song,"Song in flight.

bird-seen:yes

playback-used:no",,146955,//creativecommons.org/licenses/by-nc-sa/3.0/
"Eurasian Blackcap","Sylvia atricapilla",,"Tanguy Loïs",2020-06-10,13:00,"Raizeux, Yvelines, Île-de-France",France,48.6312,1.6872,130,call,"

bird-seen:yes

playback-used:no","Turdus merula,Cyanistes caeruleus",567055,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Blackcap","Sylvia atricapilla",,"Tanguy Loïs",2020-06-10,13:00,"Raizeux, Yvelines, Île-de-France",France,48.6312,1.6872,130,song,"

bird-seen:yes

playback-used:no","Passer domesticus,Turdus merula",567054,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Blackcap","Sylvia atricapilla",,"Stanislas Wroza",2020-05-21,09:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.6989,2.1461,60,"""tak"", call, nuptial call","

bird-seen:yes

playback-used:no",,560893,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Blackcap","Sylvia atricapilla",,"Stanislas Wroza",2020-05-18,06:00,"Fontainebleau, Seine-et-Marne, Île-de-France",France,48.3914,2.5971,130,"complex song, song","

bird-seen:yes

playback-used:no",,560341,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Blackcap","Sylvia atricapilla",,"Steve Hampton",2019-07-10,07:30,"Gennevilliers, Hauts-de-Seine, Île-de-France",France,48.936,2.3098,30,song,"

bird-seen:no

playback-used:no",,545030,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Blackcap","Sylvia atricapilla",,"Steve Hampton",2019-07-11,08:00,"Gennevilliers, Hauts-de-Seine, Île-de-France",France,48.936,2.3098,30,song,"

bird-seen:no

playback-used:no",,545029,//creativecommons.org/licenses/by-nc-sa/4.0/
"Garden Warbler","Sylvia borin",,"Stanislas Wroza",2019-05-31,06:00,"Les Bréviaires, Yvelines, Île-de-France",France,48.7181,1.8306,170,"alarm call","

bird-seen:yes

playback-used:no",,477932,//creativecommons.org/licenses/by-nc-sa/4.0/
"Garden Warbler","Sylvia borin",,"Stanislas Wroza",2018-05-13,06:30,"Les Bréviaires, Yvelines, Île-de-France",France,48.7181,1.8306,170,"alarm call","

bird-seen:yes

playback-used:no",,415179,//creativecommons.org/licenses/by-nc-sa/4.0/
"Garden Warbler","Sylvia borin",,"Stanislas Wroza",2018-05-13,06:30,"Les Bréviaires, Yvelines, Île-de-France",France,48.7181,1.8306,170,song,"

bird-seen:yes

playback-used:no",,415178,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lesser Whitethroat","Sylvia curruca",curruca,"julien Rochefort",2006-06-30,07:30,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",France,48.3941,2.577,70,call,"Classic adult call.

bird-seen:yes

playback-used:no",,147106,//creativecommons.org/licenses/by-nc-sa/3.0/
"Common Whitethroat","Sylvia communis",,"Stanislas Wroza",2021-09-03,07:00,"Davron, Yvelines, Île-de-France",France,48.8659,1.9428,110,call,"

bird-seen:yes

playback-used:no",,672875,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Whitethroat","Sylvia communis",,"Tanguy Loïs",2021-04-19,19:00,"Saint-Lucien, Yvelines, Île-de-France",France,48.6404,1.6493,150,song,"

bird-seen:yes

playback-used:no",,640748,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Whitethroat","Sylvia communis",,"Stanislas Wroza",2020-05-08,09:00,"Chavenay, Yvelines, Île-de-France",France,48.841,1.9769,130,"""tak"", call, double djerr","

bird-seen:yes

playback-used:no",,556846,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Whitethroat","Sylvia communis",,"Stanislas Wroza",2020-05-08,09:00,"Chavenay, Yvelines, Île-de-France",France,48.841,1.9769,130,"call, double djerr","

bird-seen:yes

playback-used:no",,556843,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Whitethroat","Sylvia communis",,"Stanislas Wroza",2020-05-04,07:00,"Davron, Yvelines, Île-de-France",France,48.8659,1.9428,110,"mouse calls","

bird-seen:yes

playback-used:no",,554130,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Whitethroat","Sylvia communis",,"Stanislas Wroza",2020-05-02,07:00,"Davron, Yvelines, Île-de-France",France,48.8659,1.9428,110,"call, mouse calls","

bird-seen:yes

playback-used:no",,553181,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Whitethroat","Sylvia communis",,"Stanislas Wroza",2020-04-16,07:00,"Davron, Yvelines, Île-de-France",France,48.8659,1.9428,110,"nuptial song in flight, song","

bird-seen:yes

playback-used:no",,547089,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Whitethroat","Sylvia communis",,"Stanislas Wroza",2020-04-16,07:00,"Davron, Yvelines, Île-de-France",France,48.8659,1.9428,110,"call, takking call","

bird-seen:yes

playback-used:no",,547074,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Whitethroat","Sylvia communis",,"Stanislas Wroza",2020-04-09,07:00,"Davron, Yvelines, Île-de-France",France,48.8659,1.9428,110,"""takking call"", alarm call, call","Sound trap

bird-seen:no

playback-used:no",,544375,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Whitethroat","Sylvia communis",,"Stanislas Wroza",2020-04-07,07:00,"Villepreux, Yvelines, Île-de-France",France,48.8441,2.0031,80,"alarm call, djiet","

bird-seen:yes

playback-used:no",,542646,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Whitethroat","Sylvia communis",,"Stanislas Wroza",2019-08-03,06:30,"Les Bréviaires, Yvelines, Île-de-France",France,48.7181,1.8306,170,"""tak"" call, call","

bird-seen:yes

playback-used:no",,490833,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Whitethroat","Sylvia communis",,"Stanislas Wroza",2018-05-01,08:00,"Moisson, Yvelines, Île-de-France",France,49.0699,1.6524,30,song,"

bird-seen:yes

playback-used:no",,413160,//creativecommons.org/licenses/by-nc-sa/4.0/
"Dartford Warbler","Sylvia undata",,"Stanislas Wroza",2021-01-09,09:00,"Poigny-la-Forêt, Yvelines, Île-de-France",France,48.6901,1.7316,170,"alarm call, call","

bird-seen:yes",,614031,//creativecommons.org/licenses/by-nc-sa/4.0/
"Dartford Warbler","Sylvia undata",,"Stanislas Wroza",2021-01-09,09:00,"Poigny-la-Forêt, Yvelines, Île-de-France",France,48.6901,1.7316,170,"alarm call, call","

bird-seen:yes",,614030,//creativecommons.org/licenses/by-nc-sa/4.0/
"Dartford Warbler","Sylvia undata",,"Stanislas Wroza",2021-01-09,09:00,"Poigny-la-Forêt, Yvelines, Île-de-France",France,48.6901,1.7316,170,"alarm call, call","

bird-seen:yes",,614028,//creativecommons.org/licenses/by-nc-sa/4.0/
"Dartford Warbler","Sylvia undata",,"Stanislas Wroza",2021-01-09,09:00,"Poigny-la-Forêt, Yvelines, Île-de-France",France,48.6901,1.7316,170,"alarm call, call","

bird-seen:yes",,614027,//creativecommons.org/licenses/by-nc-sa/4.0/
"Dartford Warbler","Sylvia undata",,"Stanislas Wroza",2021-01-09,09:00,"Poigny-la-Forêt, Yvelines, Île-de-France",France,48.6901,1.7316,170,"alarm call, call","

bird-seen:yes",,614026,//creativecommons.org/licenses/by-nc-sa/4.0/
"Dartford Warbler","Sylvia undata",,"Stanislas Wroza",2021-01-09,09:00,"Poigny-la-Forêt, Yvelines, Île-de-France",France,48.6901,1.7316,170,"alarm call, call","

bird-seen:yes",,614025,//creativecommons.org/licenses/by-nc-sa/4.0/
"Dartford Warbler","Sylvia undata",,"Stanislas Wroza",2020-02-22,07:30,"Forêt Domaniale des Trois Pignons (near  Milly-la-Forêt), Essonne, Île-de-France",France,48.4142,2.4935,110,song,"

bird-seen:yes

playback-used:no",,530015,//creativecommons.org/licenses/by-nc-sa/4.0/
"Dartford Warbler","Sylvia undata",,"Stanislas Wroza",2020-02-22,07:30,"Forêt Domaniale des Trois Pignons (near  Milly-la-Forêt), Essonne, Île-de-France",France,48.4142,2.4935,110,song,"

bird-seen:yes

playback-used:no",,530014,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Firecrest","Regulus ignicapilla",,"Tanguy Loïs",2021-04-12,17:00,"Raizeux, Yvelines, Île-de-France",France,48.6312,1.6872,130,song,"

bird-seen:yes

playback-used:no","Troglodytes troglodytes,Parus major",638627,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Firecrest","Regulus ignicapilla",ignicapilla,"julien Rochefort",2012-07-10,08:00,"Forêt de Fontainebleau (near  Fontainebleau), Seine-et-Marne, Île-de-France",France,48.3607,2.7295,90,call,"Classical ""sii-siii"" pure calls. 

bird-seen:yes

playback-used:no",,148604,//creativecommons.org/licenses/by-nc-sa/3.0/
Goldcrest,"Regulus regulus",,"Stanislas Wroza",2020-03-07,07:00,"Rambouillet, Yvelines, Île-de-France",France,48.6647,1.8492,170,"flight call","

bird-seen:yes

playback-used:no",,533723,//creativecommons.org/licenses/by-nc-sa/4.0/
Goldcrest,"Regulus regulus",,"Tanguy Loïs",2020-02-22,15:00,"Raizeux, Yvelines, Île-de-France",France,48.6312,1.6872,130,song,"

bird-seen:no

playback-used:no","Cyanistes caeruleus",529234,//creativecommons.org/licenses/by-nc-sa/4.0/
Goldcrest,"Regulus regulus",,"Stanislas Wroza",2019-11-24,08:30,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,"flight call","

bird-seen:yes

playback-used:no",,522841,//creativecommons.org/licenses/by-nc-sa/4.0/
Goldcrest,"Regulus regulus",,"Stanislas Wroza",2019-12-28,09:00,"Gambaiseuil, Yvelines, Île-de-France",France,48.7549,1.725,150,"flight call","

bird-seen:yes

playback-used:no",,522665,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Wren","Troglodytes troglodytes",,"Tanguy Loïs",2022-01-18,16:30,"Saint-Lucien, Yvelines, Île-de-France",France,48.6404,1.6493,150,"alarm call, call","

bird-seen:no

playback-used:no",,697781,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Wren","Troglodytes troglodytes",,"Stanislas Wroza",2021-10-17,09:00,"Davron, Yvelines, Île-de-France",France,48.8659,1.9428,110,"buzz call, call","

bird-seen:no

playback-used:no",,684050,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Wren","Troglodytes troglodytes",,"Stanislas Wroza",2020-12-12,08:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"alarm call, call, outburst and call like Cetti's Warbler, trill","

bird-seen:yes

playback-used:no",,608330,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Wren","Troglodytes troglodytes",,"Stanislas Wroza",2020-11-07,08:30,"Place du Théâtre - Marche Saint-Romain (near  Sèvres), Hauts-de-Seine, Île-de-France",France,48.8235,2.2112,50,"call, descending tek","

bird-seen:yes

playback-used:no",,600865,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Wren","Troglodytes troglodytes",,"Tanguy Loïs",2020-06-17,08:00,"Raizeux, Yvelines, Île-de-France",France,48.6336,1.6855,120,song,"

bird-seen:yes

playback-used:no","Turdus merula",569338,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Wren","Troglodytes troglodytes",,"Tanguy Loïs",2020-02-18,09:30,"Saint-Hilarion, Yvelines, Île-de-France",France,48.6334,1.7289,160,song,"

bird-seen:yes

playback-used:no","Fringilla coelebs,Turdus merula,Poecile palustris",528434,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Wren","Troglodytes troglodytes",,"Fernand Deroussen",2019-11-30,08:00,"Bois de Vincennes, Paris, Île-de-France",France,48.8286,2.4363,60,"adult, alarm call, sex uncertain","

bird-seen:yes

playback-used:no",,509457,//creativecommons.org/licenses/by-nc-nd/4.0/
"Eurasian Wren","Troglodytes troglodytes",,"Marie-Lan Taÿ Pamart",2019-03-11,09:00,"Botanical school, Jardin des Plantes, Paris, Île-de-France",France,48.8435,2.3594,40,"male, song","Bird singing from a tree.

Distance: <5m

Equipment: Tascam DR-05 + Sennheiser ME66/K6 + Rycote Windjammer

bird-seen:yes

playback-used:no",,461185,//creativecommons.org/licenses/by-sa/4.0/
"Eurasian Wren","Troglodytes troglodytes",,"Stanislas Wroza",2019-01-05,09:00,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,"alarm call, call, flight call, outburst in flight and rattle","

bird-seen:yes

playback-used:no",,448884,//creativecommons.org/licenses/by-nc-sa/4.0/
