"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
Dunnock,"Prunella modularis",,"Stanislas Wroza",2020-01-25,12:00,"Clairefontaine-en-Yvelines, Yvelines, Île-de-France",France,48.6151,1.9078,130,call,"

bird-seen:yes

playback-used:no",,522563,//creativecommons.org/licenses/by-nc-sa/4.0/
Dunnock,"Prunella modularis",modularis,"julien Rochefort",2013-09-22,09:30,"Forêt de Sénart (near  Draveil), Essonne, Île-de-France",France,48.6741,2.4511,90,"flight call","Trilled calls in flight of a migratory bird. There is also another bird, joining the first one at the end. 

bird-seen:yes

playback-used:no",,148531,//creativecommons.org/licenses/by-nc-sa/3.0/
"Western Yellow Wagtail","Motacilla flava",flava,"Bertrand Dallet",2015-05-08,15:30,"Saint-Martin-de-Bréthencourt, Yvelines, Île-de-France",France,48.5124,1.891,160,"call, flight call, male","

bird-seen:yes

playback-used:no","Alauda arvensis",542446,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Wagtail","Motacilla cinerea",,"julien Rochefort",2011-10-05,11:32,"Forêt de Sénart (near  Draveil), Essonne, Île-de-France",France,48.6741,2.4511,90,"flight call","

bird-seen:yes

playback-used:no",,633120,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Wagtail","Motacilla cinerea",,"julien Rochefort",2010-09-27,09:34,"Forêt de Sénart (near  Draveil), Essonne, Île-de-France",France,48.6741,2.4511,90,"flight call","

bird-seen:yes

playback-used:no",,633119,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Wagtail","Motacilla cinerea",,"julien Rochefort",2006-10-05,08:31,"Forêt de Fontainebleau (near  Fontainebleau), Seine-et-Marne, Île-de-France",France,48.6741,2.4511,90,"flight call","

bird-seen:yes

playback-used:no",,633117,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Wagtail","Motacilla cinerea",,"julien Rochefort",2004-09-03,10:08,"Forêt de Sénart (near  Draveil), Essonne, Île-de-France",France,48.6741,2.4511,90,"flight call","

bird-seen:yes

playback-used:no",,633116,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Wagtail","Motacilla cinerea",,"Stanislas Wroza",2020-12-11,17:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.6989,2.1461,60,"autumn song, song, subsong","

bird-seen:no

playback-used:no",,608325,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Wagtail","Motacilla cinerea",,"Stanislas Wroza",2020-11-29,17:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.6989,2.1461,60,"alarm call, call, high rising whistle, subsong","

bird-seen:yes

playback-used:no",,607258,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Wagtail","Motacilla cinerea",,"Stanislas Wroza",2020-11-28,08:00,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,"flight call, quadruple call","

bird-seen:yes

playback-used:no",,606388,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Wagtail","Motacilla cinerea",,"Stanislas Wroza",2019-11-24,08:30,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,"flight call","

bird-seen:yes

playback-used:no",,522810,//creativecommons.org/licenses/by-nc-sa/4.0/
"White Wagtail","Motacilla alba",,"Stanislas Wroza",2021-10-18,08:00,"Davron, Yvelines, Île-de-France",France,48.8659,1.9428,110,"flight call, modulated call in flight, simple call","

bird-seen:yes

playback-used:no",,684501,//creativecommons.org/licenses/by-nc-sa/4.0/
"White Wagtail","Motacilla alba",,"Tanguy Loïs",2020-10-28,07:30,"Raizeux, Yvelines, Île-de-France",France,48.6207,1.6713,150,"flight call","

bird-seen:yes

playback-used:no","Fringilla coelebs",598489,//creativecommons.org/licenses/by-nc-sa/4.0/
"White Wagtail","Motacilla alba",,"Tanguy Loïs",2020-02-23,08:00,"Hermeray, Yvelines, Île-de-France",France,48.6337,1.6796,130,"call, flight call","

bird-seen:yes

playback-used:no",,529235,//creativecommons.org/licenses/by-nc-sa/4.0/
"Meadow Pipit","Anthus pratensis",,"julien Rochefort",2018-09-22,10:09,"Gif sur Yvette - Mairie (near  Gif-sur-Yvette), Essonne, Île-de-France",France,48.6825,2.4771,90,"flight call","5 individus, cris de conversation. 

bird-seen:yes

playback-used:no",,632873,//creativecommons.org/licenses/by-nc-sa/4.0/
"Meadow Pipit","Anthus pratensis",,"julien Rochefort",2013-09-19,09:28,"Forêt de Sénart (near  Montgeron), Essonne, Île-de-France",France,48.6825,2.4771,90,"flight call","

bird-seen:yes

playback-used:no",,632869,//creativecommons.org/licenses/by-nc-sa/4.0/
"Meadow Pipit","Anthus pratensis",,"julien Rochefort",2004-10-01,09:28,"Forêt de Sénart (near  Montgeron), Essonne, Île-de-France",France,48.6825,2.4771,90,"flight call","

bird-seen:yes

playback-used:no",,632867,//creativecommons.org/licenses/by-nc-sa/4.0/
"Meadow Pipit","Anthus pratensis",,"julien Rochefort",2008-10-07,09:37,"Forêt de Sénart (near  Montgeron), Essonne, Île-de-France",France,48.6825,2.4771,90,"flight call","

bird-seen:yes

playback-used:no",,632865,//creativecommons.org/licenses/by-nc-sa/4.0/
"Meadow Pipit","Anthus pratensis",,"Stanislas Wroza",2021-01-10,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"flight call, wing beats","

bird-seen:yes

playback-used:no",,614217,//creativecommons.org/licenses/by-nc-sa/4.0/
"Meadow Pipit","Anthus pratensis",,"Stanislas Wroza",2020-05-08,09:00,"Chavenay, Yvelines, Île-de-France",France,48.841,1.9769,130,song,"

bird-seen:yes

playback-used:no",,556897,//creativecommons.org/licenses/by-nc-sa/4.0/
"Meadow Pipit","Anthus pratensis",,"Stanislas Wroza",2020-05-02,11:00,"Chavenay, Yvelines, Île-de-France",France,48.8422,1.9785,130,song,"

bird-seen:yes

playback-used:no",,553191,//creativecommons.org/licenses/by-nc-sa/4.0/
"Meadow Pipit","Anthus pratensis",,"Stanislas Wroza",2020-05-02,11:00,"Chavenay, Yvelines, Île-de-France",France,48.8422,1.9785,130,"song, song in flight","

bird-seen:yes

playback-used:no",,553186,//creativecommons.org/licenses/by-nc-sa/4.0/
"Meadow Pipit","Anthus pratensis",,"julien Rochefort",2013-09-19,11:00,"Forêt Domaniale de Rambouillet (near  Gambaiseuil), Yvelines, Île-de-France",France,48.7526,1.7049,180,"flight call","First, high pitched calls. And after, lower and fainter calls. Bird in migratory flight. 

bird-seen:yes

playback-used:no",,147882,//creativecommons.org/licenses/by-nc-sa/3.0/
"Tree Pipit","Anthus trivialis",,"Stanislas Wroza",2021-10-10,08:30,"Gambaiseuil, Yvelines, Île-de-France",France,48.7549,1.725,150,"flight call, short calls","

bird-seen:yes

playback-used:no",,679842,//creativecommons.org/licenses/by-nc-sa/4.0/
"Tree Pipit","Anthus trivialis",,"julien Rochefort",2018-08-18,04:38,"Savigny-sur-Orge, Essonne, Île-de-France",France,48.6674,2.4799,80,"nocturnal flight call","3 individus. 

bird-seen:no

playback-used:no",,632823,//creativecommons.org/licenses/by-nc-sa/4.0/
"Tree Pipit","Anthus trivialis",,"Stanislas Wroza",2020-08-08,06:00,"Rochefort-en-Yvelines, Yvelines, Île-de-France",France,48.6036,1.9584,110,"""M call"", flight call","

bird-seen:yes

playback-used:no",,581315,//creativecommons.org/licenses/by-nc-sa/4.0/
"Tree Pipit","Anthus trivialis",,"Stanislas Wroza",2020-08-08,06:00,"Rochefort-en-Yvelines, Yvelines, Île-de-France",France,48.6036,1.9584,110,"flight call","

bird-seen:yes

playback-used:no",,581314,//creativecommons.org/licenses/by-nc-sa/4.0/
"Tree Pipit","Anthus trivialis",,"Stanislas Wroza",2018-05-01,08:00,"Moisson, Yvelines, Île-de-France",France,49.0699,1.6524,30,"call, call from a perch then flight song, song","call from a perch then flight song

bird-seen:yes

playback-used:no",,413148,//creativecommons.org/licenses/by-nc-sa/4.0/
"Tree Pipit","Anthus trivialis",,"julien Rochefort",2013-09-22,10:00,"Forêt de Sénart (near  Draveil), Essonne, Île-de-France",France,48.6741,2.4511,80,"flight call","One individual in migratory flight. The traditionnal ""piiiz"", but also a strange ""impure"" call, two times. Generally in flight migratory anthus trivialis can alternate ""piiiz""  and the ""si"" uttered during breeding season near the nest. Here, the ""impure"" calls seem to be a failed ""si""... 

bird-seen:yes

playback-used:no",,148530,//creativecommons.org/licenses/by-nc-sa/3.0/
"Tree Pipit","Anthus trivialis",trivialis,"julien Rochefort",2006-04-21,14:30,"Forêt de Fontainebleau (near  Fontainebleau), Seine-et-Marne, Île-de-France",France,48.3671,2.6213,140,"nuptial calls ( ?)","This is a rare call I have just recorded two or three times in 9 years . Always uttered from the ground, it's constitued by a serie of ascending and then descending notes. And beteween those notes, the bird utters the traditionnal ""si"" territorial call. Always uttered at the begining of the breeding season, perhaps during the nest construction, it could be a kind of copulating incitement. See also XC146356.

bird-seen:yes

playback-used:no",,146359,//creativecommons.org/licenses/by-nc-sa/3.0/
"Tree Pipit","Anthus trivialis",trivialis,"julien Rochefort",2013-08-23,09:00,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",France,48.3941,2.577,70,call,"Two birds, but only on is not far from me. Migratory halt. First perched, and then flying off. Two kinds of calls: first a ""si"", generally uttered near nest, but too in  migratory flight; and after, a lot of traditionnal flight calls. 

bird-seen:yes

playback-used:no",,146349,//creativecommons.org/licenses/by-nc-sa/3.0/
"Olive-backed Pipit","Anthus hodgsoni",,"julien Rochefort",2016-11-11,15:04,"Rambouillet, Yvelines, Île-de-France",France,48.6439,1.8291,160,"flight call","

bird-seen:no

playback-used:no",,632828,//creativecommons.org/licenses/by-nc-sa/4.0/
"Water Pipit","Anthus spinoletta",,"julien Rochefort",2019-01-26,08:25,"Forêt Domaniale de Rambouillet (near  Gambaiseuil), Yvelines, Île-de-France",France,45.44,5.92,1500,"flight call","

bird-seen:yes

playback-used:no",,632900,//creativecommons.org/licenses/by-nc-sa/4.0/
"Water Pipit","Anthus spinoletta",,"Stanislas Wroza",2020-10-13,19:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"flight call","

bird-seen:yes

playback-used:no",,595056,//creativecommons.org/licenses/by-nc-sa/4.0/
"Water Pipit","Anthus spinoletta",,"Stanislas Wroza",2019-11-23,18:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,call,"

bird-seen:yes

playback-used:no",,522983,//creativecommons.org/licenses/by-nc-sa/4.0/
"Water Pipit","Anthus spinoletta",,"Stanislas Wroza",2020-01-25,09:00,"Dampierre-en-Yvelines, Yvelines, Île-de-France",France,48.7129,1.9794,100,"flight call","

bird-seen:yes

playback-used:no",,522599,//creativecommons.org/licenses/by-nc-sa/4.0/
"Water Pipit","Anthus spinoletta",,"Stanislas Wroza",2019-12-30,08:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"flight call","

bird-seen:yes

playback-used:no",,519535,//creativecommons.org/licenses/by-nc-sa/4.0/
"Water Pipit","Anthus spinoletta",,"Stanislas Wroza",2019-12-30,08:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"flight call","

bird-seen:yes

playback-used:no",,519534,//creativecommons.org/licenses/by-nc-sa/4.0/
"Water Pipit","Anthus spinoletta",spinoletta,"Stanislas Wroza",2020-01-11,08:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"flight call","

bird-seen:yes

playback-used:no",,519506,//creativecommons.org/licenses/by-nc-sa/4.0/
"Water Pipit","Anthus spinoletta",spinoletta,"Stanislas Wroza",2020-01-11,08:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"flight call","

bird-seen:yes

playback-used:no",,519505,//creativecommons.org/licenses/by-nc-sa/4.0/
"Water Pipit","Anthus spinoletta",spinoletta,"Stanislas Wroza",2020-01-11,08:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"flight call, odd call","

bird-seen:yes

playback-used:no",,519504,//creativecommons.org/licenses/by-nc-sa/4.0/
"Water Pipit","Anthus spinoletta",,"Stanislas Wroza",2017-11-18,08:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"call, flight call","

bird-seen:yes

playback-used:no",,412753,//creativecommons.org/licenses/by-nc-sa/4.0/
"Water Pipit","Anthus spinoletta",,"Stanislas Wroza",2017-11-18,08:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"call, flight call","

bird-seen:yes

playback-used:no",,412752,//creativecommons.org/licenses/by-nc-sa/4.0/
"Water Pipit","Anthus spinoletta",,"Stanislas Wroza",2017-11-18,08:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"call, flight call","

bird-seen:yes

playback-used:no",,412750,//creativecommons.org/licenses/by-nc-sa/4.0/
"Water Pipit","Anthus spinoletta",,"Stanislas Wroza",2017-11-18,08:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"call, flight call","

bird-seen:yes

playback-used:no",,412749,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"julien Rochefort",2006-09-30,08:00,"Forêt de Sénart (near  Draveil), Essonne, Île-de-France",France,48.6741,2.4511,90,"flight call","

bird-seen:yes

playback-used:no",,633529,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"julien Rochefort",2011-10-11,09:23,"Forêt de Sénart (near  Draveil), Essonne, Île-de-France",France,48.6741,2.4511,90,"flight call","

bird-seen:yes

playback-used:no",,633527,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Stanislas Wroza",2021-03-07,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"call, nuptial call","

bird-seen:yes

playback-used:no",,627530,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Tanguy Loïs",2020-06-25,17:30,"Raizeux, Yvelines, Île-de-France",France,48.6312,1.6872,130,"begging call, juvenile","

bird-seen:no

playback-used:no",,571738,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Stanislas Wroza",2020-05-02,11:00,"Ville-d'Avray, Hauts-de-Seine, Île-de-France",France,48.8205,2.1781,130,"""ti-huit"", call","

bird-seen:yes

playback-used:no",,553206,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Stanislas Wroza",2020-03-24,06:30,"Ville-d'Avray, Hauts-de-Seine, Île-de-France",France,48.8205,2.1781,130,song,"

bird-seen:yes

playback-used:no",,537811,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Stanislas Wroza",2019-03-31,07:30,"Davron, Yvelines, Île-de-France",France,48.8659,1.9428,110,"call, female, male, raincall","

bird-seen:yes

playback-used:no",,464319,//creativecommons.org/licenses/by-nc-sa/4.0/
Brambling,"Fringilla montifringilla",,"Tanguy Loïs",2022-01-21,16:00,"Raizeux, Yvelines, Île-de-France",France,48.6312,1.6872,130,call,"Fighting at the birdfeeder

bird-seen:yes

playback-used:no",,698037,//creativecommons.org/licenses/by-nc-sa/4.0/
Brambling,"Fringilla montifringilla",,"Tanguy Loïs",2022-01-21,12:30,"Raizeux, Yvelines, Île-de-France",France,48.6312,1.6872,130,call,"Fighting at the birdfeeder

bird-seen:yes

playback-used:no",,698007,//creativecommons.org/licenses/by-nc-sa/4.0/
Brambling,"Fringilla montifringilla",,"julien Rochefort",2019-10-12,10:53,"Forêt de Fontainebleau (near  Fontainebleau), Seine-et-Marne, Île-de-France",France,48.3727,2.6147,150,"flight call","

bird-seen:yes

playback-used:no",,633537,//creativecommons.org/licenses/by-nc-sa/4.0/
Brambling,"Fringilla montifringilla",,"julien Rochefort",2019-10-12,08:40,"Forêt de Fontainebleau (near  Fontainebleau), Seine-et-Marne, Île-de-France",France,48.3727,2.6147,150,"flight call","

bird-seen:yes

playback-used:no",,633535,//creativecommons.org/licenses/by-nc-sa/4.0/
Hawfinch,"Coccothraustes coccothraustes",,"Tanguy Loïs",2022-04-21,18:00,"Raizeux, Yvelines, Île-de-France",France,48.6312,1.6872,130,"call, song","

bird-seen:yes

playback-used:no",,717155,//creativecommons.org/licenses/by-nc-sa/4.0/
Hawfinch,"Coccothraustes coccothraustes",,"Stanislas Wroza",2021-03-07,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"call, flight call, three types of flight calls","

bird-seen:yes

playback-used:no",,627519,//creativecommons.org/licenses/by-nc-sa/4.0/
Hawfinch,"Coccothraustes coccothraustes",,"Stanislas Wroza",2021-01-31,08:00,"Arbonne-la-Forêt, Seine-et-Marne, Île-de-France",France,48.3956,2.5802,80,"flight call, two types of calls in flight","

bird-seen:yes

playback-used:no",,618972,//creativecommons.org/licenses/by-nc-sa/4.0/
Hawfinch,"Coccothraustes coccothraustes",,"Stanislas Wroza",2021-01-31,08:00,"Arbonne-la-Forêt, Seine-et-Marne, Île-de-France",France,48.3956,2.5802,80,"flight call, two types of calls in flight","

bird-seen:yes

playback-used:no",,618971,//creativecommons.org/licenses/by-nc-sa/4.0/
Hawfinch,"Coccothraustes coccothraustes",,"Stanislas Wroza",2020-11-17,08:00,"Place du Théâtre - Marche Saint-Romain (near  Sèvres), Hauts-de-Seine, Île-de-France",France,48.8235,2.2112,50,"complex call, flight call, triangular call","

bird-seen:yes

playback-used:no",,606460,//creativecommons.org/licenses/by-nc-sa/4.0/
Hawfinch,"Coccothraustes coccothraustes",,"Stanislas Wroza",2020-03-14,07:30,"Moisson, Yvelines, Île-de-France",France,49.0699,1.6524,30,"flight call","

bird-seen:yes

playback-used:no",,535487,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Bullfinch","Pyrrhula pyrrhula",,"Stanislas Wroza",2019-11-24,08:30,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,"flight call","

bird-seen:yes

playback-used:no",,522811,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Bullfinch","Pyrrhula pyrrhula",,"Stanislas Wroza",2019-12-28,09:00,"Gambaiseuil, Yvelines, Île-de-France",France,48.7549,1.725,150,"flight call","

bird-seen:yes

playback-used:no",,522653,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Greenfinch","Chloris chloris",,"Stanislas Wroza",2021-12-19,09:00,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,"aberrant, extremely raspy call, subsong","

bird-seen:yes

playback-used:no",,692371,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Greenfinch","Chloris chloris",,"Stanislas Wroza",2020-03-24,06:30,"Ville-d'Avray, Hauts-de-Seine, Île-de-France",France,48.8205,2.1781,130,song,"

bird-seen:yes

playback-used:no",,537824,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Greenfinch","Chloris chloris",,"Stanislas Wroza",2019-08-03,06:30,"Les Bréviaires, Yvelines, Île-de-France",France,48.7181,1.8306,170,"flight call","

bird-seen:yes

playback-used:no",,490870,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Greenfinch","Chloris chloris",,"Stanislas Wroza",2019-08-03,06:30,"Les Bréviaires, Yvelines, Île-de-France",France,48.7181,1.8306,170,""", flight call","

bird-seen:yes

playback-used:no",,490869,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Greenfinch","Chloris chloris",,"Stanislas Wroza",2019-08-03,06:30,"Les Bréviaires, Yvelines, Île-de-France",France,48.7181,1.8306,170,""", flight call","

bird-seen:yes

playback-used:no",,490868,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Linnet","Linaria cannabina",,"Tanguy Loïs",2020-06-10,15:30,"Hermeray, Yvelines, Île-de-France",France,48.6378,1.6568,160,"flight call, subsong","

bird-seen:yes

playback-used:no",,567172,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Linnet","Linaria cannabina",,"Tanguy Loïs",2020-06-09,08:30,"Saint-Lucien, Yvelines, Île-de-France",France,48.6404,1.6493,150,"flight call","

bird-seen:yes

playback-used:no",,566680,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Linnet","Linaria cannabina",,"Stanislas Wroza",2020-05-02,07:00,"Davron, Yvelines, Île-de-France",France,48.8659,1.9428,110,"flight call","

bird-seen:yes

playback-used:no",,553208,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Linnet","Linaria cannabina",,"Stanislas Wroza",2020-04-25,07:00,"Davron, Yvelines, Île-de-France",France,48.8659,1.9428,110,"flight call","

bird-seen:yes

playback-used:no",,550281,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Linnet","Linaria cannabina",,"Stanislas Wroza",2020-04-18,07:00,"Davron, Yvelines, Île-de-France",France,48.8659,1.9428,110,"flight call","

bird-seen:yes

playback-used:no",,547118,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Linnet","Linaria cannabina",,"Stanislas Wroza",2020-03-14,07:30,"Moisson, Yvelines, Île-de-France",France,49.0699,1.6524,30,"flight call, song","

bird-seen:yes

playback-used:no",,535489,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Linnet","Linaria cannabina",,"Stanislas Wroza",2020-03-14,07:30,"Moisson, Yvelines, Île-de-France",France,49.0699,1.6524,30,song,"

bird-seen:yes

playback-used:no",,535488,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Linnet","Linaria cannabina",,"Stanislas Wroza",2017-04-02,09:00,"Mousseaux-sur-Seine, Yvelines, Île-de-France",France,49.0572,1.6521,40,"""turee"" call, call","

bird-seen:yes

playback-used:no",,362713,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lesser Redpoll","Acanthis cabaret",,"Stanislas Wroza",2021-03-07,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"call, flight call, pair in flight, song","

bird-seen:yes

playback-used:no",,627534,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lesser Redpoll","Acanthis cabaret",,"Stanislas Wroza",2021-02-21,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"flight call","

bird-seen:yes

playback-used:no",,626651,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lesser Redpoll","Acanthis cabaret",,"Stanislas Wroza",2021-01-31,08:00,"Arbonne-la-Forêt, Seine-et-Marne, Île-de-France",France,48.3956,2.5802,80,"flight call","

bird-seen:yes

playback-used:no",,619010,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lesser Redpoll","Acanthis cabaret",,"Stanislas Wroza",2021-01-31,08:00,"Arbonne-la-Forêt, Seine-et-Marne, Île-de-France",France,48.3956,2.5802,80,"Huge flock taking off, call, flight call","

bird-seen:yes

playback-used:no","Spinus spinus",619008,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lesser Redpoll","Acanthis cabaret",,"Stanislas Wroza",2021-01-31,08:00,"Arbonne-la-Forêt, Seine-et-Marne, Île-de-France",France,48.3956,2.5802,80,"flight call","

bird-seen:yes

playback-used:no",,619003,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lesser Redpoll","Acanthis cabaret",,"Stanislas Wroza",2021-01-31,08:00,"Arbonne-la-Forêt, Seine-et-Marne, Île-de-France",France,48.3956,2.5802,80,"call, interaction call, quick series","

bird-seen:yes

playback-used:no",,618998,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lesser Redpoll","Acanthis cabaret",,"Stanislas Wroza",2021-01-24,08:30,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"flight call","

bird-seen:yes

playback-used:no",,617167,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lesser Redpoll","Acanthis cabaret",,"Stanislas Wroza",2021-01-10,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"flight call","

bird-seen:yes

playback-used:no",,614237,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lesser Redpoll","Acanthis cabaret",,"Stanislas Wroza",2021-01-10,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"flight call","

bird-seen:yes

playback-used:no",,614236,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lesser Redpoll","Acanthis cabaret",,"Stanislas Wroza",2021-01-10,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"flight call","

bird-seen:yes

playback-used:no",,614235,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lesser Redpoll","Acanthis cabaret",,"Stanislas Wroza",2021-01-10,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"flight call","

bird-seen:yes

playback-used:no",,614234,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lesser Redpoll","Acanthis cabaret",,"Stanislas Wroza",2020-10-10,07:30,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",France,48.3941,2.577,70,"flight call","

bird-seen:yes

playback-used:no",,594385,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lesser Redpoll","Acanthis cabaret",,"Stanislas Wroza",2020-10-10,07:30,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",France,48.3941,2.577,70,"flight call, migration","

bird-seen:yes

playback-used:no",,594383,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lesser Redpoll","Acanthis cabaret",,"Stanislas Wroza",2018-03-17,09:00,"Marly-le-Roi, Yvelines, Île-de-France",France,48.8688,2.0913,130,"flight call","

bird-seen:yes

playback-used:no",,535753,//creativecommons.org/licenses/by-nc-sa/4.0/
"Parrot Crossbill","Loxia pytyopsittacus",,"Bertrand Dallet",2017-10-30,09:00,"Arrondissement de Rambouillet (near  Gambaiseuil), Yvelines, Île-de-France",France,48.7464,1.7196,140,"Exciting call, call, flight call","Four or five birds flying off

bird-seen:yes

playback-used:no","Regulus regulus,Turdus merula",707920,//creativecommons.org/licenses/by-nc-sa/4.0/
"Parrot Crossbill","Loxia pytyopsittacus",,"julien Rochefort",2017-10-28,12:30,"Forêt Domaniale de Rambouillet (near  Gambaiseuil), Yvelines, Île-de-France",France,48.7426,1.7586,170,"call, female, male","5 birds eating in Pinus laricio corsicana. 

bird-seen:yes

playback-used:no",,391077,//creativecommons.org/licenses/by-nc-sa/4.0/
"Scottish Crossbill","Loxia scotica","N11,N20","Stanislas Wroza",2021-01-31,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"flight call","Type N20 according to the article from Martin & Rochefort ""Scottish (Parrot?) Crossbill""
Bill measurements fine for Scottish Crossbill and the bird arrived in an influx of Scottish Red Crossbills

bird-seen:yes

playback-used:no",,626616,//creativecommons.org/licenses/by-nc-sa/4.0/
"Scottish Crossbill","Loxia scotica","N11,N20","Stanislas Wroza",2021-02-14,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"flight call","Type N20 according to the article from Martin & Rochefort ""Scottish (Parrot?) Crossbill""
Bill measurements fine for Scottish Crossbill and the bird arrived in an influx of Scottish Red Crossbills

bird-seen:yes

playback-used:no",,626615,//creativecommons.org/licenses/by-nc-sa/4.0/
